outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
NV011,PHLV Radio,Nevada,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Filipino-American radio/digital media outlet | recognized as trusted voice for Las Vegas Filipino community; current brand/activity referenced by Philippine Times,Filipino-American radio/digital media outlet,verified_include_mixed_format,Retain as mixed-format Filipino community media; deeper pass should code news/public-affairs share.
NV011,PHLV Radio,Nevada,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,mixed_news_entertainment | Filipino-American radio/digital media outlet | recognized as trusted voice for Las Vegas Filipino community; current brand/activity referenced by Philippine Times,Filipino-American radio/digital media outlet,verified_include_mixed_format,Retain as mixed-format Filipino community media; deeper pass should code news/public-affairs share.
NV007,The Las Vegas Times / Korean Las Vegas Times,Nevada,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,"yes | Korean-language biweekly newspaper | current 2026 issues identify Las Vegas office/contact, publisher and biweekly publication schedule",Korean-language biweekly newspaper,verified_include_with_secondary_evidence,Strong Korean diaspora case; direct website may need technical verification.
NV009,VietLasVegas.com,Nevada,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese-language community information/news site | active 2026 archive and Vietnamese Las Vegas news/events/announcements,Vietnamese-language community information/news site,verified_include_mixed_format,Eligible as community information/news platform; deeper pass should assess original reporting share.
NV009,VietLasVegas.com,Nevada,journalism_intensity,journalism_primary,core inclusion plus explicit newsroom/news-publication evidence,mixed_news_information | Vietnamese-language community information/news site | active 2026 archive and Vietnamese Las Vegas news/events/announcements,Vietnamese-language community information/news site,verified_include_mixed_format,Eligible as community information/news platform; deeper pass should assess original reporting share.
NH005,New Hampshire independent Latino media lead,New Hampshire,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes_if_found | unresolved independent Latino-media lead | first-pass search did not identify a distinct current independent newsroom beyond NHPR's Spanish-language initiative,unresolved independent Latino-media lead,hold_unresolved,Do not interpret as absence; retain for directory/community search.
NH005,New Hampshire independent Latino media lead,New Hampshire,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved independent Latino-media lead | first-pass search did not identify a distinct current independent newsroom beyond NHPR's Spanish-language initiative,unresolved independent Latino-media lead,hold_unresolved,Do not interpret as absence; retain for directory/community search.
NH004,Rumbo - New Hampshire market,New Hampshire,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes | Spanish-language weekly based in Lawrence, Massachusetts | historically served Nashua and Manchester; current 2026 operation not established in first pass","Spanish-language weekly based in Lawrence, Massachusetts",pending_verification,Retain as historical/multistate market case pending current evidence.
NJ006,Central Desi,New Jersey,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | community-run South Asian news platform | launched in 2022 specifically to tell nuanced stories of New Jersey's South Asian communities,community-run South Asian news platform,verified_include,Excellent community-focused South Asian journalism case.
NJ008,Desi.Net Edison,New Jersey,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | local South Asian digital news vertical within Desi.Net network | active 2026 original local summaries focused on Edison South Asian community,local South Asian digital news vertical within Desi.Net network,verified_include_network_local_vertical,Useful social/digital network-local model.
