outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
IL002,Cicero Independiente,Illinois,media_format,unclear,no clear primary format found,independent nonprofit bilingual newsroom,independent nonprofit bilingual newsroom,verified_include,Excellent local immigrant-serving newsroom.
IL002,Cicero Independiente,Illinois,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Cicero / Berwyn | Illinois,independent nonprofit bilingual newsroom,verified_include,Excellent local immigrant-serving newsroom.
IL014,Draugas,Illinois,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Lithuanian-language newspaper with English-language sister publication,Lithuanian-language newspaper with English-language sister publication,verified_include,Strong diaspora newspaper case.
IL014,Draugas,Illinois,language_model,unclear,language output structure not explicit enough for deterministic coding,Lithuanian-language newspaper with English-language sister publication | continuous Lithuanian publication since 1909; current Chicago editorial office; active 2026 institutional support,Lithuanian-language newspaper with English-language sister publication,verified_include,Strong diaspora newspaper case.
IL014,Draugas,Illinois,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Chicago | Illinois,Lithuanian-language newspaper with English-language sister publication,verified_include,Strong diaspora newspaper case.
IL009,Dziennik Związkowy,Illinois,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Polish-language newspaper/digital outlet,Polish-language newspaper/digital outlet,verified_include,Strong Polish diaspora newsroom.
IL009,Dziennik Związkowy,Illinois,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Polish-language newspaper/digital outlet,Polish-language newspaper/digital outlet,verified_include,Strong Polish diaspora newsroom.
IL009,Dziennik Związkowy,Illinois,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Chicago | Illinois,Polish-language newspaper/digital outlet,verified_include,Strong Polish diaspora newsroom.
IL006,El Día Newspaper,Illinois,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL006,El Día Newspaper,Illinois,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language publication,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL006,El Día Newspaper,Illinois,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Chicago area | Illinois,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL006,El Día Newspaper,Illinois,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language publication | pending_verification | Retain pending direct evidence.,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL006,El Día Newspaper,Illinois,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language publication | Retain pending direct evidence.,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL006,El Día Newspaper,Illinois,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL010,India Bulletin,Illinois,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Indian-American community publication,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,media_format,unclear,no clear primary format found,Indian-American community publication,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,language_model,unclear,language output structure not explicit enough for deterministic coding,Indian-American community publication | publication identity known but current 2026 activity not confirmed,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Chicago | Illinois,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Indian-American community publication | pending_verification | Retain candidate.,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Indian-American community publication | Retain candidate.,Indian-American community publication,pending_verification,Retain candidate.
IL010,India Bulletin,Illinois,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Indian-American community publication,pending_verification,Retain candidate.
IL011,India Tribune,Illinois,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Indian-American biweekly newspaper/digital outlet,Indian-American biweekly newspaper/digital outlet,verified_include,Strong Indian diaspora news case.
IL011,India Tribune,Illinois,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Indian-American biweekly newspaper/digital outlet,Indian-American biweekly newspaper/digital outlet,verified_include,Strong Indian diaspora news case.
IL011,India Tribune,Illinois,language_model,unclear,language output structure not explicit enough for deterministic coding,Indian-American biweekly newspaper/digital outlet | founded 1977 in Chicago; current 2026 publication; publisher/team/contact disclosed; national Indian-American readership,Indian-American biweekly newspaper/digital outlet,verified_include,Strong Indian diaspora news case.
IL011,India Tribune,Illinois,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Chicago | Illinois,Indian-American biweekly newspaper/digital outlet,verified_include,Strong Indian diaspora news case.
